Points,K,MultEps,MinPts,Nodes,S1-Parsing,S2-Kd-tree,S3-Up max angles,S3.5-AllGather angles,S4-EPS&other,S5-DBSCAN,S6-Border-tree,S7-Core points,S7.5-AlltoAll,S8-File print/Total Time,NumberClusters,CPUinfo
212250,5,1.30,7,8,0.1116,0.4508,7.0258,15.1743,15.1804,265.5674,265.6212,267.0621,267.1544,267.6020,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,16,0.0602,0.5592,5.1177,13.8608,13.8704,374.2095,374.2872,375.2350,530.7689,530.9525,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0615,0.5634,5.1183,13.7587,13.7682,374.5975,374.6761,375.6252,521.4653,521.5454,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0965,0.4357,2.8633,8.0356,8.0418,258.3963,258.4500,258.9987,396.4137,396.8574,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,4,0.0505,0.5541,27.5986,49.1967,49.2057,410.8394,410.9174,416.7695,422.2626,422.7527,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.1144,0.6145,26.8538,51.0637,51.1004,414.4875,414.5657,420.2699,442.1876,442.3715,35,Intel(R) Xeon(R) Gold 6154 CPU @ 3.00GHz
212250,5,1.30,7,8,0.1108,0.5918,11.6057,24.5313,24.5406,367.5460,367.6200,370.0213,450.3166,450.4172,35,Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz
212250,5,1.30,7,2,0.0600,0.5542,67.0023,88.1063,88.1156,447.3984,447.4764,463.1844,469.1179,469.7910,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,2,0.1005,0.5991,69.1870,90.3166,90.3257,452.2289,452.3069,468.4438,474.8219,475.2798,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0294,0.5014,148.8483,148.8635,148.8718,489.4721,489.5460,526.8753,526.8818,527.3660,35,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz
212250,5,1.30,7,1,0.0144,0.4850,146.7612,146.7767,146.7848,485.4550,485.5283,522.4725,522.4788,522.8229,35,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz
212250,5,1.30,7,1,0.0363,0.5381,156.9290,156.9451,156.9537,518.1578,518.2352,557.9167,557.9225,558.5895,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0302,0.5323,153.8048,153.8214,153.8299,518.3501,518.4270,557.0695,557.0762,557.4879,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,4,0.0512,0.5513,27.3253,49.4845,49.4934,410.4294,410.5078,416.3752,424.7760,424.8735,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0791,0.5728,26.8556,50.8466,50.8778,406.3703,406.4473,412.1498,439.5366,439.6826,35,Intel(R) Xeon(R) Gold 6154 CPU @ 3.00GHz
212250,5,1.30,7,8,0.0891,0.5601,11.4733,23.9974,24.0067,358.6233,358.6969,361.1010,464.7723,464.8318,35,Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz
212250,5,1.30,7,8,0.1096,0.6103,12.4947,25.7694,25.7786,386.1268,386.2049,388.8163,445.7816,446.0000,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1188,0.6175,12.5298,26.1463,26.1555,387.7250,387.8031,390.4265,430.5858,430.6864,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0612,0.5586,5.1444,13.9961,14.0054,374.9531,375.0310,375.9828,524.2974,524.4024,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0616,0.5640,5.1384,13.9010,13.9104,375.0417,375.1195,376.0709,527.4337,527.5335,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0624,0.5623,5.1143,14.2452,14.2548,374.5991,374.6771,375.6253,541.1194,541.2669,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0622,0.5633,5.1334,13.9958,14.0051,375.4240,375.5022,376.4556,536.1755,536.3079,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0484,0.5514,27.6748,49.5779,49.5873,413.6992,413.7779,419.6553,424.2806,424.4035,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0868,0.5805,26.8721,50.0395,50.0714,403.0697,403.1473,408.8509,444.8411,444.9471,35,Intel(R) Xeon(R) Gold 6154 CPU @ 3.00GHz
212250,5,1.30,7,8,0.1099,0.5739,11.5341,24.1562,24.1653,359.1800,359.2531,361.6530,463.6588,463.7264,35,Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz
212250,5,1.30,7,2,0.0527,0.5475,67.0237,87.5686,87.5779,441.9549,442.0328,457.7549,464.7987,465.4305,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,2,0.0501,0.5461,68.5107,90.0699,90.0790,450.9329,451.0107,467.0743,475.9626,476.4831,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0159,0.4898,148.6849,148.7004,148.7084,489.1326,489.2057,526.5298,526.5356,527.0501,35,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz
212250,5,1.30,7,1,0.0142,0.4855,146.7954,146.8114,146.8194,484.6699,484.7433,521.6842,521.6899,521.9708,35,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz
212250,5,1.30,7,1,0.0167,0.5142,153.9899,154.0063,154.0146,509.5810,509.6577,548.4383,548.4451,548.8688,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,1,0.1844,0.6923,157.5120,157.5278,157.5365,518.9667,519.0442,558.8200,558.8256,559.2287,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0515,0.3879,15.8981,49.5076,49.5142,300.2328,300.2867,303.5425,424.3337,424.5422,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,8,0.1311,0.6308,12.6117,24.0435,24.0529,387.9019,387.9804,390.6074,458.2945,458.3773,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1495,0.6481,12.3709,25.7891,25.8095,386.8947,386.9729,389.5284,472.9543,473.0758,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,1,0.0146,0.5109,157.7655,157.7808,157.7894,524.3813,524.4591,564.2408,564.2463,564.5251,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1307,0.4709,7.0478,15.5349,15.5409,266.0827,266.1367,267.6015,268.1165,268.5502,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,8,0.1211,0.6212,12.6051,23.9943,24.0037,387.8526,387.9317,390.5526,457.9863,458.0438,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0886,0.4274,2.8600,8.3522,8.3586,258.3754,258.4294,258.9698,397.6612,398.0788,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,16,0.0623,0.5634,5.0711,8.1875,8.1960,369.1907,369.2686,370.2198,394.9728,395.0990,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0636,0.5619,5.0518,8.0818,8.0903,368.8138,368.8916,369.8418,395.7607,395.8498,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,16,0.0667,0.4040,2.8386,8.3207,8.3270,258.1746,258.2287,258.7654,397.2482,397.6481,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,16,0.0621,0.5646,5.0763,8.1441,8.1527,369.2374,369.3157,370.2659,395.7313,395.8025,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1230,0.4541,1.5982,4.9474,4.9546,248.9888,249.0422,249.3138,469.7105,470.0575,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.1017,0.4331,1.5761,5.0669,5.0741,248.7446,248.7985,249.0686,468.9453,469.2238,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.0897,0.4203,1.5625,4.8838,4.8901,249.1502,249.2037,249.4724,469.4146,469.7630,35,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2407,1.9842,42.2151,103.1446,103.1702,4852.2164,4852.4933,4858.8378,8015.2125,8015.7334,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2373,2.9410,69.7526,169.2404,169.2787,7798.8886,7799.3022,7811.0255,10766.4022,10766.6187,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,16,0.2997,2.9929,69.6863,169.4296,169.4620,7804.3809,7804.7952,7816.4857,10600.7059,10601.2478,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,16,0.3406,2.0830,42.2306,102.0487,102.0749,4905.5403,4905.8160,4912.1526,8032.8765,8033.3269,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2598,2.9549,69.8670,171.7419,171.7749,7765.1709,7765.5827,7777.2432,10645.7993,10646.0087,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,16,0.2523,1.9938,42.0655,101.9656,101.9909,4825.1033,4825.3789,4831.7141,8012.0342,8012.5236,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2966,2.9863,69.6462,170.4475,170.4803,7808.0170,7808.4302,7820.0872,10915.1725,10915.4059,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,16,0.3794,2.1103,43.6525,169.4953,169.5227,4940.9568,4941.2337,4947.5550,10914.1920,10914.3986,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2661,2.0064,42.0490,100.6567,100.6828,4737.8159,4738.0916,4744.3298,8024.0422,8024.5063,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,16,0.2564,3.0047,69.5883,166.8856,166.9181,7784.8565,7785.2686,7796.9219,10669.2343,10669.4362,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0539,0.3903,40.2225,54.1285,54.1344,305.3440,305.3979,314.1763,317.5332,318.3470,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0687,0.4032,93.1303,93.1412,93.1467,343.0480,343.1019,364.5974,364.6010,365.4199,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0436,0.3789,94.9874,94.9974,95.0029,345.9271,345.9811,367.8456,367.8493,368.4677,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0824,0.4197,92.8723,92.8892,92.8946,342.7668,342.8209,364.0389,364.0427,364.9922,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,2,0.0505,0.5512,68.8580,89.9373,89.9463,451.8826,451.9606,468.0458,474.7711,475.4110,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0717,0.5766,69.0464,89.0661,89.0750,450.2490,450.3269,466.4126,473.3626,474.5495,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0606,0.5561,68.8492,89.5610,89.5701,450.9125,450.9906,467.1221,473.8691,474.8139,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0496,0.5468,68.6540,90.5492,90.5595,451.8105,451.8884,467.9845,477.7647,478.6776,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0508,0.5513,68.9592,90.4374,90.4465,452.1371,452.2156,468.2988,478.5072,479.2998,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,2,0.0702,0.5734,69.6689,90.3184,90.3273,455.3670,455.4458,471.7276,476.2405,477.3371,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0279,0.5224,156.7437,156.7594,156.7680,517.5511,517.6299,557.2552,557.2603,557.8121,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.1205,0.6277,157.3518,157.3679,157.3764,518.7158,518.7938,558.5677,558.5733,559.1018,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0361,0.5387,157.1798,157.1960,157.2047,518.6644,518.7432,558.4800,558.4863,561.0578,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0498,0.5567,157.4609,157.4768,157.4853,518.6650,518.7427,558.4018,558.4069,561.4464,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0282,0.5256,157.1885,157.2042,157.2132,518.3987,518.4765,558.1171,558.1223,561.1483,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0263,0.5252,158.1422,158.1583,158.1670,520.4858,520.5643,560.3637,560.3699,562.7237,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0618,0.5612,157.4880,157.5047,157.5134,518.5111,518.5889,558.2471,558.2522,559.9115,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.1402,0.6432,27.4097,29.9900,29.9982,390.0292,390.1076,395.9632,395.9656,396.0795,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0501,0.5479,27.5201,49.3994,49.4083,410.1235,410.2017,416.0315,423.3322,423.4285,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0502,0.5478,27.5379,49.3323,49.3413,410.8943,410.9724,416.8360,423.6848,423.9080,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0521,0.3889,15.9126,49.3400,49.3465,300.0629,300.1164,303.4115,422.9092,423.0966,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,4,0.0721,0.5711,27.5880,49.6420,49.6509,410.8425,410.9204,416.7762,426.3780,426.5095,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0518,0.5545,27.5370,49.3703,49.3792,423.0683,423.1461,428.9864,428.9888,429.1225,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,4,0.0816,0.5858,27.6294,49.2725,49.2815,411.7076,411.7853,417.6313,423.6864,423.8485,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1006,0.5972,12.3946,15.5740,15.5825,375.3912,375.4689,378.0783,378.0798,378.3399,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1399,0.6396,12.6401,23.8553,23.8647,388.2573,388.3354,390.9544,441.4572,441.6832,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.0901,0.5884,12.4651,25.7487,25.7579,386.8924,386.9704,389.5822,417.7697,417.9374,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,8,0.1748,0.6726,12.2966,25.7751,25.7998,380.8447,380.9213,383.4678,483.3222,483.4948,35,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz
212250,5,1.30,7,8,0.1000,0.4350,7.3222,25.6677,25.6744,276.4741,276.5286,278.0109,427.0105,427.2061,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.1206,0.6220,3.0207,10.9655,10.9909,374.7892,374.8685,375.3298,1027.0243,1027.4439,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.0901,0.5920,2.9553,10.2459,10.2720,374.9838,375.0629,375.5249,963.7239,964.4803,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1108,0.6112,2.8257,8.7499,8.7597,369.9507,370.0290,370.4885,612.5125,613.0982,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1106,0.6079,2.7949,8.6970,8.7065,375.2036,375.2823,375.7425,607.1654,607.5490,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1008,0.5968,2.7899,8.7845,8.7941,369.3884,369.4672,369.9238,606.5239,606.7649,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1008,0.5967,2.7918,8.8719,8.8814,370.7640,370.8419,371.3000,606.8530,608.0375,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,32,0.1009,0.4354,1.8592,8.9386,8.9497,259.9634,260.0174,260.2857,614.8762,615.9933,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.1024,0.4376,1.5829,5.0170,5.0235,255.4762,255.5297,255.7958,469.9158,470.4959,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.0903,0.4275,1.5701,4.8766,4.8831,255.3611,255.4145,255.6765,467.5294,468.0611,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.1027,0.4393,1.5663,5.0147,5.0209,255.0246,255.0783,255.3449,470.0637,470.4100,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,32,0.1009,0.4377,1.5662,4.9377,4.9440,255.0754,255.1291,255.3869,467.9879,468.3481,35,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,4,0.2838,2.0161,205.4343,263.5723,263.5962,4850.9088,4851.1855,4883.4617,6052.1649,6052.3982,90,Intel(R) Xeon(R) Gold 6418H
849750,5,1.30,7,4,0.1903,2.8875,337.1857,433.7263,433.7592,8053.9135,8054.3239,8112.2148,8112.2222,8112.4805,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,4,0.1315,2.8149,336.6600,439.2973,439.3386,8063.3266,8063.7396,8122.2380,8122.2451,8122.6074,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,4,0.1412,2.8373,336.6885,437.9087,437.9408,8082.3792,8082.7928,8140.8257,8175.9190,8176.7217,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,4,0.1804,2.8763,338.4271,439.3741,439.4099,8114.5008,8114.9193,8173.1912,8173.1989,8173.4806,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
849750,5,1.30,7,4,0.1717,2.8828,339.0468,442.5063,442.5351,8114.0617,8114.4770,8173.1494,8221.8814,8222.1401,90,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
52072,5,1.30,7,1,0.1245,0.1875,0.5285,0.5362,0.5377,15.5220,15.5250,30.3503,30.3607,34.5311,34.5319,34.8126,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0069,0.0690,0.6756,0.6756,0.6773,15.9065,15.9087,30.7379,30.7477,35.0722,35.0729,35.2666,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0104,0.0736,1.1865,1.1866,1.1880,16.4181,16.4206,31.0100,31.0199,35.3618,35.3625,35.5803,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0433,0.1054,1.9642,1.9643,1.9654,16.9521,16.9545,31.5820,31.5917,35.9189,35.9198,36.2120,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0065,0.0676,3.7749,3.7751,3.7763,18.7176,18.7199,33.3078,33.3177,37.5830,37.5837,37.7377,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0121,0.0745,7.5040,7.5043,7.5055,22.2243,22.2265,37.1059,37.1155,41.2725,41.2734,41.4708,10,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0273,0.3411,92.9420,92.9526,92.9579,335.0193,335.0707,358.0557,358.0589,358.8559,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0703,0.3897,98.0908,98.0999,98.1054,351.8454,351.8968,375.4095,375.4120,375.8502,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0204,0.3392,92.9321,92.9422,92.9479,341.5795,341.6311,363.0584,363.0615,363.3967,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0334,0.5222,152.3973,152.4123,152.4205,506.7259,506.8033,545.3833,545.3889,546.0593,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0274,0.5221,154.7797,154.7958,154.8042,513.2295,513.3072,552.3701,552.3756,552.9330,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0264,0.5212,155.8860,155.9017,155.9100,517.2082,517.2864,556.6094,556.6158,556.9266,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0327,0.5266,153.1792,153.1950,153.2038,509.1214,509.1994,547.9690,547.9752,548.3927,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0104,0.3284,93.6551,93.6644,93.6700,339.6456,339.6971,362.5233,362.5267,362.8761,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0157,0.3312,95.3691,95.3785,95.3839,342.5470,342.5980,365.9903,365.9943,366.3559,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0104,0.3272,95.0946,95.1037,95.1090,343.2491,343.2999,366.4403,366.4437,366.7836,35,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0333,0.0964,0.6934,0.6939,0.6956,15.4019,15.4123,19.6599,19.6608,19.7578,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0530,0.1152,0.4274,0.4283,0.4299,14.6325,14.6428,18.8620,18.8628,19.1707,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0489,0.1108,1.1604,1.1609,1.1623,15.4781,15.4879,19.5415,19.5424,19.6974,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0109,0.1065,3.5486,3.5493,3.5514,25.1269,25.1419,32.4387,32.4403,32.5454,10,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
52072,5,1.30,7,1,0.0145,0.1118,6.8559,6.8571,6.8591,28.3581,28.3732,35.6057,35.6072,35.7659,10,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
52072,5,1.30,7,1,0.0100,0.0726,14.6431,14.6461,14.6474,29.5320,29.5422,33.6681,33.6690,33.8384,10,Intel(R) Xeon(R) Gold 6418H
52072,5,1.30,7,1,0.0081,0.1041,13.5264,13.5285,13.5307,35.2902,35.3056,42.6431,42.6446,42.7852,10,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.1520,0.4750,4.1197,4.1225,4.1298,245.2703,245.3232,267.5800,267.5836,267.9584,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0291,0.3472,2.2829,2.2877,2.2937,243.9372,243.9892,266.7084,266.7119,267.1787,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0180,0.3378,7.2794,7.2805,7.2867,252.8625,252.9143,275.5960,275.5993,275.9917,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0320,0.5304,21.2364,21.2401,21.2511,379.8921,379.9699,418.9092,418.9155,419.2903,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0687,0.5639,41.2735,41.2789,41.2878,399.2326,399.3112,438.1236,438.1298,438.7196,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0266,0.5295,81.6728,81.6818,81.6906,444.2913,444.3695,483.7711,483.7774,484.4382,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0255,0.5234,157.1354,157.1519,157.1609,518.9510,519.0301,558.4736,558.4801,559.0366,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0114,0.3298,11.9812,11.9833,11.9886,253.8538,253.9053,276.0948,276.0985,276.4389,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0110,0.3323,12.0048,12.0074,12.0125,259.9480,259.9996,282.9006,282.9037,283.2765,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0169,0.3397,12.1733,12.1775,12.1826,260.8421,260.8939,284.2103,284.2138,284.7117,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0293,0.3511,47.0175,47.0229,47.0282,295.9792,296.0305,318.8655,318.8688,319.3364,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0180,0.5098,41.3524,41.3575,41.3662,398.8321,398.9096,437.8525,437.8581,438.7111,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0187,0.5152,41.2382,41.2437,41.2540,399.0893,399.1664,438.0207,438.0264,438.7327,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0176,0.5150,41.2889,41.2941,41.3031,404.7826,404.8605,443.5891,443.5954,444.0325,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0156,0.5113,81.2593,81.2684,81.2773,441.6131,441.6917,481.0051,481.0109,481.3116,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0668,0.5615,81.3332,81.3424,81.3509,442.0135,442.0912,481.3327,481.3384,481.6818,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0628,0.5600,156.6630,156.6793,156.6880,517.4586,517.5369,556.8951,556.9012,557.4718,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0671,0.5693,157.8529,157.8693,157.8781,520.5124,520.5914,560.0240,560.0302,560.6939,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0622,0.5594,156.5236,156.5400,156.5485,522.4454,522.5233,561.9009,561.9064,562.3633,35,Intel(R) Xeon(R) Gold 6252N CPU @ 2.30GHz
212250,5,1.30,7,1,0.0795,0.4032,12.1319,12.1342,12.1394,254.0191,254.0712,276.6739,276.6772,277.0752,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0494,0.3763,12.0573,12.0589,12.0641,259.7615,259.8140,282.9176,282.9213,283.2580,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0660,0.3941,12.2318,12.2374,12.2428,259.9961,260.0483,283.4057,283.4088,283.9936,35,Intel(R) Xeon(R) Gold 6418H
